relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation
RELATION_GENEHPOTERM_journal.pone.0058596.pdf_1124_1124_1_1_28_29	HF/HP:0000819|Diabetes mellitus	{1}	{28,29}	{Shang,HF,",",Jiang,XF,",",BurgunderJlVI,",",Chen,Q,Zhou,D,(,2006,),Novel,mutation,in,the,ceruloplasmin,gene,causing,a,cognitive,and,movement,disorder,with,diabetes,mellitus,.}	{"Lirong J , Jianjun J , Hua Z , Guoqiang F , Yuhao Z , et al. ( 2009 ) Hypoceruloplasminemia ~ related movement disorder without Kayser ~ Fleischer rings is dilferent from VVilson disease and not involved in ATP7B mutation .","EurJ Neurol16 : 1130 * 1137 ."}	{"l \\\\ ’ Iov Disord 21 : 2217 * 2220 .","Hochstrasser H , Tomiuk J , VValter U , Behnke S , Spiegel J , et al. ( 2005 ) Functional relevance ofceruloplasmin mutations in Parkinson ’s disease ."}	0.06
RELATION_GENEHPOTERM_journal.pone.0050126.pdf_345_345_10_10_29_30	TG/HP:0001658|Myocardial infarction	{10}	{29,30}	{Iakoubova,OA,",",Tong,CH,",",Rowland,CIVI,",",Kirchgessner,TG,",",Young,BA,",",et,al.,(,2008,),Association,ofthe,Trp719Arg,polymorphism,in,kinesin-like,protein,6,with,myocardial,infarction,and,coronary,heart,disease,in,2,prospective,trials,:,the,CARE,and,VVOSCOPS,trials,.}	{"PLOS One 5 .","10 ."}	{"J Am Coll Cardiol 51 : 435 — 443 .","VVilliams P , Pendyala L , Superko R ( 2011 ) Survival l ) ias and drug interaction can attenuate cross-sectional case — control comparisons of genes with health outcomes ."}	0.034
RELATION_GENEHPOTERM_journal.pone.0012154.pdf_478_478_24_24_32_33	CD25/HP:0200119|Acute hepatitis	{24}	{32,33}	{Perrella,A,",",Vitiello,L,",",Atripaldi,L,",",Conti,P,",",Sbreglia,C,",",et,al.,(,2006,),Elevated,CD4,+,/,CD25,+,T,cell,frequency,and,function,during,acute,hepatitis,C,presage,chronic,evolution,.}	{"Hepatology 40 : 106241071 .","7 ."}	{"Gut 55 : 137041371 .","8 ."}	0.476
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0094890.pdf_6_6_5_5_2_3_UNSUP	DM/HP:0000819|Diabetes mellitus	{5}	{2,3}	{Introduction,:,Diabetes,mellitus,(,DM,),is,a,risk,factor,for,active,tuberculosis,(,TB,),but,little,is,known,about,the,effect,of,DM,on,culture,conversion,among,patients,with,mu,|,tidrug,—,resistant,(,MDR,),.}	{"Matthew J. Magee \\" 2 * , Russell R. Kempker3 , Maia Kipiani ‘ , Nestani Tukvadze ‘ , Penelope P. Howards ‘ , K. M. Venkat Narayan1 ' 2 , Henry M. B | umberg \\" 2 ' 3 1 Department of Epidemiology , Rollins School of Public Health , Emory University , Atlanta , Georgia , United States of America , 2Hubert Department of Global Health , Rollins School of Public Health , Emory University , Atlanta , Georgia , United States of America , 3 Division of Infectious Diseases , Department of Medicine , Emory University School of Medicine , Atlanta , Georgia , United States of America , 4Nationa | Center for Tuberculosis and Lung Diseases , Tbilisi , Georgia",Abstract}	{"— .","TB ."}	0.078
RELATION_GENEHPOTERM_journal.pone.0029405.pdf_163_163_23_23_41_41	BDNF/HP:0001297|Stroke	{23}	{41}	{The,lack,of,correlation,between,the,two,parameters,supports,our,previous,study,revealing,that,the,induction,of,BDNF,synthesis,in,non-neuronal,cells,and,BDNF,over-expression,by,surviving,neurons,compensate,for,neuronal,death-induced,decreases,in,brain,BDNF,synthesis,[,13,],In,stroke,patients,",",circulating,BDNF,levels,before,hospital,admission,are,unknown,.}	{"This model is unique because it allows inducing a large but controlled distribution of degrees of stroke severity by changing the number of injected microspheres .","The present results showed that brain BDNF content increased after embolization and that the increase was not correlated with the degree of embolization ."}	{"Therefore , the effect of stroke on circulating BDNF can only be assessed by comparing BDNF levels in stroke patients with those in healthy subjects .","However , difference between the two populations in life style , living environment and indices of metabolic and cardiovascular health , which are determinants of both plasma and serum BDNF levels [ 26,27 ] may be confounding factors ."}	0.052
RELATION_GENEHPOTERM_journal.pone.0010770.pdf_485_485_13_13_39_40	J1/HP:0001402|Hepatocellular carcinoma	{13}	{39,40}	{Hsieh,YH,",",Wlu,TT,",",Huang,CY,",",Hsieh,YS,",",Hwang,J1,"\\\\",’,1,",",et,al.,(,2007,),p38,mitogen-activated,protein,kinase,pathway,is,involved,in,protein,kinase,Ca1pha,~,regulated,invasion,in,human,hepatocellular,carcinoma,cells,.}	{"Yuan RH , \\\\ / Vang CC , Chou CC , Chang KJ , Lee PH , et al. ( 2009 ) Diffuse expression of RNA-binding protein ll \\\\ / [ P3 predicts l1igh ~ stage lymph node metastasis and poor prognosis in colorectal adenocarcinoma .","Ann Surg Oncol 16 : 171141719 ."}	{"Cancer Res 67 : 432044327 .","37 ."}	0.086
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0094748.pdf_496_496_4_4_31_31_UNSUP	RD/HP:0002861|Melanoma	{4}	{31}	{Conrad,VVH,",",Swift,RD,",",Biechele,TL,",",Kulikauskas,RlVl,",",l,"\\\\",’,Ioon,RT,",",et,al.,(,2012,),Regulating,the,response,to,targeted,lVlEK,inhibition,in,melanoma,:,Enhancing,apoptosis,in,NRAS,~,and,BRAF-mutant,melanoma,cells,with,"\\\\",/,Vnt/beta-catenin,activation,.}	{"Proc Natl Acad Sci U S A 105 : 3041 — 3046 .",.}	{"Cell Cycle 11 : 3724 ~ 3730 .","Scolyer RA , l \\\\ ’ [ urali R , lVIcCarthy SVV , Thompson JF ( 2010 ) Histologically ambiguous ( “ borderline ” ) primary cutaneous melanocytic tumors : approaches to patient management including the roles of molecular testing and sentinel lymph node biopsy ."}	0.064
RELATION_GENEHPOTERM_SCPDFS_42690.pdf_222_222_16_16_11_13	CML/HP:0004808|Acute myeloid leukemia	{16}	{11,12,13}	{Abbreviations,:,ALL,(,acute,lymphoblastic,leukemia,),",",AML,(,acute,myeloid,leukemia,),",",CML,(,chronic,mycloid,leukemia,),",",MDS,(,myelodysplastic,syndrome,),",",MPD,(,myeloproliferative,disorder,),",",NHL,(,non-Hodgkin,’s,lymphoma,),",",and,PV,(,polycythemia,vera,),.}	{"Composite pictures of the chromosomal locations of the human NOTCH1 , NOTCH2 , and NOTCH3 genes are shown .","Each composite picture shows , from left to right , the ﬂuorescence in situhybridization analysis , QFQ-banding , and a schematic chromosome indicating the position of each NOTCH gene and the types of neoplasia in which translocations in that region have been observed ."}	{"arrangements involving band 19p13 ( Pejovic et al. , 1989 ) , and loss of heterozygosity in the 19p region has been found in approximately one-third of all ovarian carcinomas ( Sato et al. , 1991 ) .","In this context it is worth recalling that one of the effects of Notch mutation in Drosophila is disruption of oogenesis ( Xu et al. , 1992 ) ."}	0.174
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0027516.pdf_321_321_24_24_17_17_UNSUP	TBS/HP:0001945|Fever	{24}	{17}	{In,the,two,latter,cases,",",the,parasitological,ﬁnding,would,be,guided,by,clinical,signs,(,mainly,fever,),in,the,former,a,positive,TBS,could,be,found,either,in,a,symptomatic,or,asymptomatic,context,.}	{"Concerning the detection of ﬁrst malaria infections , we had to deal with various sources of information .","A parasitaemia could be either found on the occasion of a monthly systematic visit including TBS , or after a weekly household visit by a community health worker , or following the mother ’s own-decision ( supposedly because of a sick child ) to attend the health centre ."}	{"In order to detect as many “ first infections ” as possible , we decided to merge all data , whatever their origin .","There is a possibility that some asymptomatic parasitaemias could have been missed using such a procedure , but the only alternative way to detect all events would have been an active parasitological weekly follow-up for each child , with the risk of poor acceptance by the community ."}	0.166
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0075019.pdf_162_162_36_36_6_6_UNSUP	LI/HP:0001297|Stroke	{36}	{6}	{Acute,cardiovascular,events,",",including,hemorrhagic,stroke,",",AMI,",",and,sudden,death,",",which,were,generally,more,likely,to,be,fatal,or,have,severe,clinical,outcomes,",",were,more,common,in,patients,with,non-LI,than,LI,.}	{"Similarly , among those who experienced an acute cardiovascular event , 64 were in the LI group , while only 32 were in the non-LI group ( Figure 1 ) .","Compared with the non-LI group , the proportion of recurrent stroke was higher in the LI group ( 81.3 % in LI vs. 71.9 % in nonLI ) ."}	{"However all of these differences were not statistically signiﬁcant .","Survival curves of cumulative risk of death , acute cardiovascular events , and recurrent stroke in patients with LI and non-LI are presented in Figure 2 ."}	0.056
RELATION_GENEHPOTERM_journal.pone.0021651.pdf_75_75_0_0_3_4	EZH2/HP:0003003|Colon cancer	{0}	{3,4}	{EZH2,expression,in,colon,cancer,cell,lines,.}	{Tubuhn,"Figure 1 ."}	{"A Immunoblot analysis of EZH2 protein expression .","Tubulin , loading control ."}	0.356
RELATION_GENEHPOTERM_journal.pone.0046823.pdf_583_583_15_15_19_19	IN/HP:0002861|Melanoma	{15}	{19}	{LiJ,",",l,"\\\\",’,Iartinka,IVI,",",Li,G,(,2008,),Role,of,IN,G4,in,human,melanoma,cell,migration,",",invasion,and,patient,survival,.}	{"Gene 356 : 1094117 .",.}	{"Carcinogenesis 29 : 137341379 .",.}	0.4
RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_42039.pdf_42_42_1_1_24_25_UNSUP	PC-1/HP:0000819|Diabetes mellitus	{1}	{24,25}	{Increased,PC-1,expression,was,reported,in,ﬁbroblasts,obtained,from,Lowe,syndrome,(,7,),",",neuroﬁbromatosis,type,I,(,11,),",",and,non-insulin-dependent,diabetes,mellitus,patients,(,10,),.}	{"PC1like immunoreactivity was found in epididymis , distal convoluted tubules of kidney , chondrocytes , and hepatocytes ( 6 ) .","The human PC-1 gene has been mapped to 6q22 — q23 ( 2 ) ."}	{"Although the involvement of PC-1 in the pathophysiology of these diseases has not been elucidated , Maddux et al. showed that PC-1 inhibits insulin-receptor kinase activity ( 10 ) .","Gross et al. separated phosphodiesterase I activity by native polyacrylamide gel electrophoresis and reported that ﬁve isozymes exist in various mouse organs ( 5 ) ."}	0.236
RELATION_GENEHPOTERM_journal.pbio.1000319.pdf_529_529_20_20_23_23	A20/HP:0002665|Lymphoma	{20}	{23}	{A20,knockdown,in,GSCs,promotes,apoptosis,and,reduces,tumorigenic,potential,in,mouse,models,of,human,cancer,",",but,overexpression,of,A20,in,A20-deﬁcient,lymphoma,cells,produces,similar,results,[,"46,47",],.}	{"Our examination of A20 in the context of glioma heterogeneity revealed A20 contributes to GSC protumorigenic behaviors , but recent evidence in the literature suggests a tumor suppressive role for A20 in other cancers .","Although we ﬁnd A20 is highly expressed in GSCs and point mutations in A20 have not been identiﬁed in glioma [ 72,73 ] , A20 deletion and mutation is prevalent in lymphoma [ 46 — 5l ] ."}	{"Together , these data suggest that A20 may be a tumor suppressor or a tumor enhancer depending on the cancer type .","Many molecular pathways , including the NF-KB pathway which A20 can inhibit , may be either pro- or antitumorigenic depending on the cellular context and tumor stage [ 59 ] ."}	0.55
RELATION_GENEHPOTERM_journal.pone.0066834.pdf_434_434_13_13_17_19	AC/HP:0002134|Abnormality of the basal ganglia	{13}	{17,18,19}	{Owen,ARI,",",Doyon,J,",",Dagher,A,",",Sadikot,A,",",Evans,AC,(,1998,),Abnormal,basal,ganglia,outﬂow,in,Parkinson,’s,disease,identiﬁed,with,PET,.}	{"Steele CJ , Penhune VB ( 2010 ) Specific increases within global decreases : a functional magnetic resonance imaging investigation of five days of motor sequence learning .","J Neurosci 30:8332 — 8341 ."}	{"Implications for higher cortical functions .","Brain 121:949 * 965 ."}	0.126
RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0092224.pdf_97_97_9_9_7_7_UNSUP	DSI/inhibition	{9}	{7}	{For,application,of,the,depolarization-induced,suppression,of,inhibition,(,DSI,),protocol,",",we,recorded,sIPSCs,under,control,conditions,for,3,min,and,then,imposed,a,depolarization,step,from,—,65,to,o,mV,on,the,postsynaptic,neuron,for,5,s.,DSI,was,calculated,from,the,sIPSC,amplitudes,and,frequencies,measured,before,(,baseline,),and,after,the,depolarization,step,.}	{"In brief , spontaneous GABA type A ( GABAA ) receptor — mediated ISPCs ( sIPSCs ) were recorded in the presence of the ionotropic glutamate receptor antagonist kynurenic acid ( 1 mM ) with the use of an Axopatch 200-B ampliﬁer ( Axon Instruments , Sunnyvale , CA , USA ) , and they were ﬁltered at 2 kHz and digitized at 5 kHz .","Off-line analysis of sIPSCs was performed with Minianalysis 6.0 software ( Synaptosoft , Decatur , GA , USA ) ."}	{"In experiments evaluating the effect of various drugs perfusion , the last 180 s of each recording were used for statistical comparison with baseline .","In a different set of experiments , neuronal excitability was studied in the currentclamp mode by evaluating spontaneous and evoked action potential ( AP ) ﬁring rate in VTA and mPFC neurons , respectively ."}	0.134
RELATION_GENEHPOTERM_journal.pone.0051805.pdf_340_340_24_24_28_28	LAK/HP:0100843|Glioblastoma	{24}	{28}	{Komatsu,F,",",Kajiwara,l,"\\\\",’,I,(,2000,),CD18/CD54,(,+,CD102,),",",CD2/CD58,pathwayindependent,killing,of,lymphokine-activated,killer,(,LAK,),cells,against,glioblastoma,cell,lines,T98G,and,U373l,"\\\\",’,IG,.}	{"Read SB , Kulprathipanja NV , Gomez GG , Paul DB , VVinston KR , et al. ( 2003 ) Human alloreactive CTL interactions with gliomas and with those having upregulated HLA expression from exogenous IFN-gamma or IF N-gamma gene modification .","J Interferon Cytokine Res 23 : 379 * 393 ."}	{"Oncol Res 12 : l7 * 24 .","Barba D , Saris SC , Holder C , Rosenberg SA , Oldﬁeld EH ( 1989 ) Intratumoral LAK cell and interleukin-2 therapy of human gliomas ."}	0.316
RELATION_GENEHPOTERM_journal.pone.0057801.pdf_275_275_3_3_11_11	MPO/HP:0000969|Edema	{3}	{11}	{Perthamide,C,inhibits,MPO,activity,in,carragenan,—,induced,mouse,paw,edema,We,have,previously,shown,",",that,systemic,administration,of,perthamide,C,signiﬁcantly,reduced,both,the,early,(,0,—,6,h,),and,the,late,phase,(,24,—,96,h,),of,7,»,-,carrageenan-induced,paw,edema,displaying,a,dose-dependent,(,0.1,",",0.3,and,1,mg/kg,",",i.p.,),antiinﬂammatory,activity,that,reached,almost,60,%,of,oedema,inhibition,at,the,dose,of,0.3,mg,/,kg,[,6,],.}	{"Each sample was processed at least in triplicate .",Results}	{"To clarify the mechanism/s of action of perthamide C we ﬁrstly evaluated the MPO activity , as an index of neutrophil inﬁltration in response to 7 » - carrageenan injection .","As shown in F igurel A and B , 7 » - carrageenan injection induced a signiﬁcative increase in neutrophil inﬁltration into the mouse paw ."}	0.432
RELATION_GENEHPOTERM_journal.pone.0088040.pdf_716_716_7_7_45_45	SS/HP:0001259|Coma	{7}	{45}	{Fong,YC,",",Dutton,"Cl\\\\/I",",",Cha,SS,",",Garamszegi,N,",",Sim,FH,",",et,al.,(,2004,),Absence,of,a,correlation,between,the,presence,of,a,single,nucleotide,polymorphism,in,the,matrix,metalloproteinase,1,promoter,and,outcome,in,patients,of,chondrosar,~,coma,.}	{"ZhangJH , Li Y , VVang R , \\\\ / Ven DG , Sarl ) ia NI , et al. ( 2003 ) Association of cyclin D1 ( G870A ) polymorphism with susceptibility to esophageal and gastric cardiac carcinoma in a northern Chinese population .","International Journal of Cancer 105 : 281 — 284 ."}	{"Clinical Cancer Research 10 : 7329 — 7334 .","Benbow U , Tower GB , \\\\ / Vyatt CA , Buttice G , Brinckerholf CE ( 2002 ) High levels of IVINIP-1 expression in the absence of the 2G single nucleotide polymorphism is mediated by p38 and ERK1 / 2 mitogen-activated protein kinases in Vl \\\\ ’ Il \\\\ ’ I5 melanoma cells ."}	0.06
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0035005.pdf_275_275_21_21_13_13_UNSUP	APECED/HP:0001045|Vitiligo	{21}	{13}	{Involvement,of,the,skin,has,not,been,speciﬁcally,examined,in,mice,",",but,vitiligo,and,alopecia,are,prominent,features,in,many,APECED,patients,(,Fig,.}	{"Tumour resistance may depend on autoimmune repertoire Even though the autoimmunity in AIRE _ / _ mice is milder on the C57BL / 6 background than in other strains [ 8 ] , this autoreactive repertoire is sufficient to mediate tumour rejection .","Our own data and other studies show that only a proportion of AIRE _ / _ mice on the C57BL / 6 background develop detectable autoimmunity to organs such as retina , stomach and salivary gland [ 8 , l5 ] ."}	{"l ) .","The heterogeneity of the autoimmune manifestations clearly also applies to the immune response and resistance to melanoma cells , seen in only ~ half of the mice ."}	0.864
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0085309.pdf_46_46_18_18_8_9_UNSUP	PA/HP:0001370|Rheumatoid arthritis	{18}	{8,9}	{In,contrast,to,other,arthritis,subgroups,such,as,rheumatoid,arthritis,and,osteoarthritis,",",the,efficacy,and,safety,of,PA,in,relation,to,health,outcomes,is,unknown,for,aSpA,.}	{"Exercise programs for patients with AS , the hallmark aSpA condition , traditionally include ﬂexibility exercises with only minor beneﬁts on physical function , spinal mobility and patient global assessment at best [ 12,13 ] .","Typically , these programs fail to deliver the optimal PA intensity according to the American College of Sports Medicine ( ACSM ) recommendations to develop health-related physical ﬁtness in terms of cardio-respiratory endurance , muscular strength and body composition [ 12 ] ."}	{"Limited evidence from cross-sectional studies indicates a role for PA to improve fatigue [ 14 ] , body composition [ 15 ] and quality of life [ 16 ] , similar to ﬁndings in the healthy population .","However , if patients exhibit less PA [ 15 — 17 ] and different i.e. disease-speciﬁc PA patterns compared to healthy controls is largely unknown ."}	0.2
RELATION_GENEHPOTERM_journal.pgen.1003308.pdf_151_151_37_37_39_39	NUP98/HP:0001909|Leukemia	{37}	{39}	{NURD,displays,homology,to,the,protein,SPIOO,",",a,component,of,the,promyelocytic,leukemia-associated,nuclear,body,",",implying,that,NUP98,might,be,involved,in,the,regulation,of,nuclear,bodies,and,is,consistent,with,the,reported,link,of,NUP98,to,leukemia,[,37,—,39,],.}	{g0O2,"( Figure SSC ) ."}	{"Moreover , we have found that in ESCs speciﬁcally , NUP98 binding sequences were enriched for motifs recognized by GC-Box factors SP1 , CQHQ zinc ﬁnger transcription factors and SMAD ( Figure S5C ) .","These ﬁndings raise the exciting possibility that NUP98 is linked to the core transcription circuitry that is crucial for the maintenance of pluripotency in ESCs [ 40,41 ] ."}	0.08
